node,region,province,municipality,latitude,longitude,att_name,vendor,period
UJALGDL1957,PACIFIC,JALISCO,GUADALAJARA,20.700251,-103.318599,JALGDL1957,Ericsson,last
UJALGDL1959,PACIFIC,JALISCO,GUADALAJARA,20.688215,-103.341429,JALGDL1959,Ericsson,last
UJALGDL1960,PACIFIC,JALISCO,GUADALAJARA,20.62067,-103.33959,JALGDL1960,Ericsson,last
UJALGDL1961,PACIFIC,JALISCO,GUADALAJARA,20.706349,-103.354482,JALGDL1961,Ericsson,last
UJALGDL1963,PACIFIC,JALISCO,GUADALAJARA,20.660275,-103.373667,JALGDL1963,Ericsson,last
UJALGDL1964,PACIFIC,JALISCO,GUADALAJARA,20.673417,-103.349453,JALGDL1964,Ericsson,last
UJALGDL1965,PACIFIC,JALISCO,GUADALAJARA,20.649533,-103.392722,JALGDL1965,Ericsson,last
UJALGDL2454,PACIFIC,JALISCO,GUADALAJARA,20.653082,-103.391625,JALGDL2454,Huawei,last
UJALGDL3319,PACIFIC,JALISCO,GUADALAJARA,20.65975,-103.293361,JALGDL3319,Ericsson,last
UJALGDL3568,PACIFIC,JALISCO,GUADALAJARA,20.722593,-103.310297,JALGDL3568,Ericsson,last
UJALGDL3743,PACIFIC,JALISCO,GUADALAJARA,20.66774,-103.276,JALGDL3743,Ericsson,last
UJALGDL6024,PACIFIC,JALISCO,GUADALAJARA,20.674518,-103.347425,JALGDL6024,Ericsson,last
UJALJNC3744,PACIFIC,JALISCO,JUANACATLAN,20.56943,-103.13998,JALJNC3744,Ericsson,last
UJALPTL0797,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.601293,-103.401641,JALPTL0797,Ericsson,last
UJALPTL0798,PACIFIC,JALISCO,GUADALAJARA,20.609085,-103.345523,JALPTL0798,Ericsson,last
UJALPTL0800,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.576053,-103.360756,JALPTL0800,Ericsson,last
UJALPTL0802,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.585501,-103.332001,JALPTL0802,Ericsson,last
UJALPTL0803,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.601448,-103.3781,JALPTL0803,Ericsson,last
UJALPTL0805,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.6081,-103.3148,JALPTL0805,Ericsson,last
UJALPTL0806,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.625486,-103.311464,JALPTL0806,Ericsson,last
UJALPTL0807,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.641402,-103.302914,JALPTL0807,Ericsson,last
UJALPTL0808,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.60388,-103.26517,JALPTL0808,Ericsson,last
UJALPTL0809,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.632806,-103.29025,JALPTL0809,Ericsson,last
UJALPTL0810,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.614258,-103.304487,JALPTL0810,Ericsson,last
UJALPTL0812,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.612528,-103.415361,JALPTL0812,Ericsson,last
UJALPTL0813,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.610222,-103.401972,JALPTL0813,Ericsson,last
UJALPTL0815,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.620281,-103.397544,JALPTL0815,Ericsson,last
UJALPTL0816,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.57462,-103.38062,JALPTL0816,Ericsson,last
UJALPTL0817,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.616772,-103.319822,JALPTL0817,Ericsson,last
UJALPTL0818,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.587969,-103.386055,JALPTL0818,Ericsson,last
UJALPTL0820,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.642311,-103.315739,JALPTL0820,Ericsson,last
UJALPTL0822,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.607211,-103.311121,JALPTL0822,Ericsson,last
UJALPTL0823,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.639222,-103.294481,JALPTL0823,Ericsson,last
UJALPTL0824,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.61841,-103.40034,JALPTL0824,Ericsson,last
UJALPTL0825,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.618917,-103.316411,JALPTL0825,Ericsson,last
UJALPTL0827,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.62732,-103.29843,JALPTL0827,Ericsson,last
UJALPTL1984,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.592706,-103.411711,JALPTL1984,Ericsson,last
UJALPTL1985,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.64028,-103.307383,JALPTL1985,Ericsson,last
UJALPTL1986,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.605312,-103.419,JALPTL1986,Ericsson,last
UJALPTL1987,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.628347,-103.400492,JALPTL1987,Ericsson,last
UJALPTL1988,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.61056,-103.352419,JALPTL1988,Ericsson,last
UJALPTL1989,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.591247,-103.35163,JALPTL1989,Ericsson,last
UJALPTL1990,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.578741,-103.344684,JALPTL1990,Ericsson,last
UJALPTL1991,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.591764,-103.317812,JALPTL1991,Ericsson,last
UJALPTL1992,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.62636,-103.319653,JALPTL1992,Ericsson,last
UJALPTL2874,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.594142,-103.259531,JALPTL2874,Ericsson,last
UJALPTL2875,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.618683,-103.2973,JALPTL2875,Ericsson,last
UJALPTL2876,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.596722,-103.323861,JALPTL2876,Ericsson,last
UJALPTL3745,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.597017,-103.2865,JALPTL3745,Ericsson,last
UJALPTL3798,PACIFIC,JALISCO,SAN_PEDRO_TLAQUEPAQUE,20.595985,-103.34066,JALPTL3798,Ericsson,last
UJALSAY3573,PACIFIC,JALISCO,SAYULA,19.881319,-103.59791,JALSAY3573,Ericsson,last
UJALTLZ0886,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.594069,-103.470278,JALTLZ0886,Ericsson,last
UJALTLZ2007,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.46928,-103.287487,JALTLZ2007,Ericsson,last
UJALTLZ2911,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.502725,-103.3577,JALTLZ2911,Ericsson,last
UJALTLZ3862,PACIFIC,JALISCO,TLAJOMULCO_DE_ZUNIGA,20.486908,-103.403017,JALTLZ3862,Ericsson,last
UJALTNL0902,PACIFIC,JALISCO,TONALA-JAL,20.669295,-103.255766,JALTNL0902,Ericsson,last
UJALTNL0904,PACIFIC,JALISCO,TONALA-JAL,20.617974,-103.281686,JALTNL0904,Ericsson,last
UJALTNL0906,PACIFIC,JALISCO,TONALA-JAL,20.658404,-103.251619,JALTNL0906,Ericsson,last
UJALTNL0907,PACIFIC,JALISCO,TONALA-JAL,20.680639,-103.262667,JALTNL0907,Ericsson,last
UJALTNL0908,PACIFIC,JALISCO,TONALA-JAL,20.64915,-103.26235,JALTNL0908,Ericsson,last
UJALTNL0909,PACIFIC,JALISCO,TONALA-JAL,20.632889,-103.271744,JALTNL0909,Ericsson,last
UJALTNL0910,PACIFIC,JALISCO,TONALA-JAL,20.638306,-103.255028,JALTNL0910,Ericsson,last
UJALTNL0912,PACIFIC,JALISCO,TONALA-JAL,20.630653,-103.249656,JALTNL0912,Ericsson,last
UJALTNL0913,PACIFIC,JALISCO,TONALA-JAL,20.618833,-103.265811,JALTNL0913,Ericsson,last
UJALTNL0915,PACIFIC,JALISCO,TONALA-JAL,20.668472,-103.23564,JALTNL0915,Ericsson,last
UJALTNL0917,PACIFIC,JALISCO,TONALA-JAL,20.632138,-103.239239,JALTNL0917,Ericsson,last
UJALTNL0918,PACIFIC,JALISCO,TONALA-JAL,20.670888,-103.222583,JALTNL0918,Ericsson,last
UJALTNL0921,PACIFIC,JALISCO,TONALA-JAL,20.625,-103.258542,JALTNL0921,Ericsson,last
UJALTNL0923,PACIFIC,JALISCO,TONALA-JAL,20.617447,-103.247406,JALTNL0923,Ericsson,last
UJALTNL2017,PACIFIC,JALISCO,TONALA-JAL,20.691056,-103.264608,JALTNL2017,Ericsson,last
UJALTNL2018,PACIFIC,JALISCO,TONALA-JAL,20.6645,-103.2105,JALTNL2018,Ericsson,last
UJALTNL2019,PACIFIC,JALISCO,TONALA-JAL,20.63138,-103.265513,JALTNL2019,Ericsson,last
UJALTNL2020,PACIFIC,JALISCO,TONALA-JAL,20.652783,-103.233195,JALTNL2020,Ericsson,last
UJALTNL2021,PACIFIC,JALISCO,TONALA-JAL,20.686444,-103.248417,JALTNL2021,Ericsson,last
UJALTNL2022,PACIFIC,JALISCO,TONALA-JAL,20.5594,-103.1848,JALTNL2022,Ericsson,last
UJALTNL3751,PACIFIC,JALISCO,TONALA-CHI,20.638393,-103.275694,JALTNL3751,Ericsson,last
UJALTPP3823,PACIFIC,JALISCO,TAPALPA,19.964392,-103.710833,JALTPP3823,Ericsson,last
UJALTPP3830,PACIFIC,JALISCO,TAPALPA,19.918763,-103.705075,JALTPP3830,Ericsson,last
UJALVIH3753,PACIFIC,JALISCO,VILLA_HIDALGO-JAL,21.687037,-102.568939,JALVIH3753,Nokia,last
UJALZAP0940,PACIFIC,JALISCO,ZAPOPAN,20.7181,-103.389006,JALZAP0940,Ericsson,last
UJALZAP0941,PACIFIC,JALISCO,ZAPOPAN,20.793454,-103.478395,JALZAP0941,Ericsson,last
UJALZAP0942,PACIFIC,JALISCO,ZAPOPAN,20.748856,-103.34256,JALZAP0942,Ericsson,last
UJALZAP0944,PACIFIC,JALISCO,ZAPOPAN,20.641389,-103.457083,JALZAP0944,Ericsson,last
UJALZAP0945,PACIFIC,JALISCO,ZAPOPAN,20.645278,-103.424444,JALZAP0945,Ericsson,last
UJALZAP0948,PACIFIC,JALISCO,ZAPOPAN,20.630583,-103.407639,JALZAP0948,Ericsson,last
UJALZAP0949,PACIFIC,JALISCO,ZAPOPAN,20.729883,-103.344319,JALZAP0949,Ericsson,last
UJALZAP0951,PACIFIC,JALISCO,ZAPOPAN,20.628714,-103.417179,JALZAP0951,Ericsson,last
UJALZAP0952,PACIFIC,JALISCO,ZAPOPAN,20.621505,-103.423266,JALZAP0952,Ericsson,last
UJALZAP0953,PACIFIC,JALISCO,ZAPOPAN,20.62075,-103.408667,JALZAP0953,Ericsson,last
UJALZAP0954,PACIFIC,JALISCO,ZAPOPAN,20.604675,-103.432778,JALZAP0954,Ericsson,last
UJALZAP0955,PACIFIC,JALISCO,ZAPOPAN,20.681647,-103.436544,JALZAP0955,Ericsson,last
UJALZAP0956,PACIFIC,JALISCO,ZAPOPAN,20.661079,-103.429562,JALZAP0956,Ericsson,last
UJALZAP0957,PACIFIC,JALISCO,ZAPOPAN,20.686283,-103.451342,JALZAP0957,Ericsson,last
UJALZAP0958,PACIFIC,JALISCO,ZAPOPAN,20.653128,-103.422332,JALZAP0958,Ericsson,last
UJALZAP0959,PACIFIC,JALISCO,ZAPOPAN,20.643504,-103.417616,JALZAP0959,Ericsson,last
UJALZAP0960,PACIFIC,JALISCO,ZAPOPAN,20.632081,-103.438451,JALZAP0960,Ericsson,last
UJALZAP0961,PACIFIC,JALISCO,ZAPOPAN,20.711199,-103.4453,JALZAP0961,Ericsson,last
UJALZAP0962,PACIFIC,JALISCO,ZAPOPAN,20.64684,-103.43143,JALZAP0962,Ericsson,last
UJALZAP0963,PACIFIC,JALISCO,ZAPOPAN,20.69245,-103.438067,JALZAP0963,Ericsson,last
UJALZAP0964,PACIFIC,JALISCO,ZAPOPAN,20.672611,-103.454333,JALZAP0964,Ericsson,last
UJALZAP0965,PACIFIC,JALISCO,ZAPOPAN,20.74284,-103.419373,JALZAP0965,Ericsson,last
UJALZAP0966,PACIFIC,JALISCO,ZAPOPAN,20.746876,-103.362322,JALZAP0966,Ericsson,last
UJALZAP0967,PACIFIC,JALISCO,ZAPOPAN,20.738581,-103.394814,JALZAP0967,Ericsson,last
UJALZAP0968,PACIFIC,JALISCO,ZAPOPAN,20.720629,-103.346083,JALZAP0968,Ericsson,last
UJALZAP0969,PACIFIC,JALISCO,ZAPOPAN,20.725317,-103.398155,JALZAP0969,Ericsson,last
UJALZAP0970,PACIFIC,JALISCO,ZAPOPAN,20.719512,-103.367823,JALZAP0970,Ericsson,last
UJALZAP0972,PACIFIC,JALISCO,ZAPOPAN,20.731417,-103.359056,JALZAP0972,Ericsson,last
UJALZAP0973,PACIFIC,JALISCO,ZAPOPAN,20.715036,-103.357689,JALZAP0973,Ericsson,last
UJALZAP0974,PACIFIC,JALISCO,ZAPOPAN,20.7268,-103.3858,JALZAP0974,Ericsson,last
UJALZAP0976,PACIFIC,JALISCO,ZAPOPAN,20.71221,-103.408711,JALZAP0976,Ericsson,last
UJALZAP0977,PACIFIC,JALISCO,ZAPOPAN,20.659861,-103.412194,JALZAP0977,Ericsson,last
UJALZAP0978,PACIFIC,JALISCO,ZAPOPAN,20.670522,-103.403017,JALZAP0978,Ericsson,last
UJALZAP0979,PACIFIC,JALISCO,ZAPOPAN,20.663666,-103.41498,JALZAP0979,Ericsson,last
UJALZAP0980,PACIFIC,JALISCO,ZAPOPAN,20.69958,-103.41549,JALZAP0980,Ericsson,last
UJALZAP0981,PACIFIC,JALISCO,ZAPOPAN,20.648755,-103.401716,JALZAP0981,Ericsson,last
UJALZAP0982,PACIFIC,JALISCO,ZAPOPAN,20.63725,-103.404194,JALZAP0982,Ericsson,last
UJALZAP0986,PACIFIC,JALISCO,ZAPOPAN,20.620361,-103.453,JALZAP0986,Ericsson,last
UJALZAP0987,PACIFIC,JALISCO,ZAPOPAN,20.702683,-103.44629,JALZAP0987,Ericsson,last
UJALZAP0988,PACIFIC,JALISCO,ZAPOPAN,20.756207,-103.349536,JALZAP0988,Ericsson,last
UJALZAP0989,PACIFIC,JALISCO,ZAPOPAN,20.737361,-103.408994,JALZAP0989,Ericsson,last
UJALZAP0990,PACIFIC,JALISCO,ZAPOPAN,20.735569,-103.340317,JALZAP0990,Ericsson,last
UJALZAP0991,PACIFIC,JALISCO,ZAPOPAN,20.627675,-103.477911,JALZAP0991,Ericsson,last
UJALZAP0993,PACIFIC,JALISCO,ZAPOPAN,20.741975,-103.384931,JALZAP0993,Ericsson,last
UJALZAP0996,PACIFIC,JALISCO,ZAPOPAN,20.611486,-103.46128,JALZAP0996,Ericsson,last
UJALZAP0997,PACIFIC,JALISCO,ZAPOPAN,20.78516,-103.44521,JALZAP0997,Ericsson,last
UJALZAP0998,PACIFIC,JALISCO,ZAPOPAN,20.636347,-103.448164,JALZAP0998,Ericsson,last
UJALZAP0999,PACIFIC,JALISCO,ZAPOPAN,20.642278,-103.399278,JALZAP0999,Ericsson,last
UJALZAP1000,PACIFIC,JALISCO,ZAPOPAN,20.735186,-103.417338,JALZAP1000,Ericsson,last
UJALZAP1003,PACIFIC,JALISCO,ZAPOPAN,20.60031,-103.447925,JALZAP1003,Ericsson,last
UJALZAP1006,PACIFIC,JALISCO,ZAPOPAN,20.730919,-103.416977,JALZAP1006,Ericsson,last
UJALZAP1007,PACIFIC,JALISCO,ZAPOPAN,20.658232,-103.416309,JALZAP1007,Ericsson,last
UJALZAP1008,PACIFIC,JALISCO,ZAPOPAN,20.659187,-103.437608,JALZAP1008,Ericsson,last
UJALZAP1010,PACIFIC,JALISCO,ZAPOPAN,20.707833,-103.410072,JALZAP1010,Ericsson,last
UJALZAP1013,PACIFIC,JALISCO,ZAPOPAN,20.678396,-103.420835,JALZAP1013,Ericsson,last
UJALZAP1014,PACIFIC,JALISCO,ZAPOPAN,20.6244,-103.4458,JALZAP1014,Ericsson,last
UJALZAP1015,PACIFIC,JALISCO,ZAPOPAN,20.636113,-103.423433,JALZAP1015,Ericsson,last
UJALZAP1018,PACIFIC,JALISCO,ZAPOPAN,20.746298,-103.402573,JALZAP1018,Ericsson,last
UJALZAP1020,PACIFIC,JALISCO,ZAPOPAN,20.716751,-103.368852,JALZAP1020,Ericsson,last
UJALZAP1023,PACIFIC,JALISCO,ZAPOPAN,20.732577,-103.371976,JALZAP1023,Ericsson,last
UJALZAP1025,PACIFIC,JALISCO,ZAPOPAN,20.706552,-103.46355,JALZAP1025,Ericsson,last
UJALZAP1026,PACIFIC,JALISCO,ZAPOPAN,20.617136,-103.428739,JALZAP1026,Ericsson,last
UJALZAP1027,PACIFIC,JALISCO,ZAPOPAN,20.598471,-103.438116,JALZAP1027,Ericsson,last
UJALZAP1030,PACIFIC,JALISCO,ZAPOPAN,20.668611,-103.421111,JALZAP1030,Ericsson,last
UJALZAP1033,PACIFIC,JALISCO,ZAPOPAN,20.692277,-103.414743,JALZAP1033,Ericsson,last
UJALZAP1037,PACIFIC,JALISCO,ZAPOPAN,20.676842,-103.433289,JALZAP1037,Ericsson,last
UJALZAP1038,PACIFIC,JALISCO,ZAPOPAN,20.645142,-103.4412,JALZAP1038,Ericsson,last
UJALZAP1042,PACIFIC,JALISCO,ZAPOPAN,20.688761,-103.426711,JALZAP1042,Ericsson,last
UJALZAP1047,PACIFIC,JALISCO,ZAPOPAN,20.62686,-103.462094,JALZAP1047,Ericsson,last
UJALZAP1048,PACIFIC,JALISCO,ZAPOPAN,20.718056,-103.354139,JALZAP1048,Ericsson,last
UJALZAP1051,PACIFIC,JALISCO,ZAPOPAN,20.759481,-103.390701,JALZAP1051,Ericsson,last
UJALZAP1055,PACIFIC,JALISCO,ZAPOPAN,20.678839,-103.409689,JALZAP1055,Ericsson,last
UJALZAP1056,PACIFIC,JALISCO,ZAPOPAN,20.669143,-103.43032,JALZAP1056,Ericsson,last
UJALZAP1057,PACIFIC,JALISCO,ZAPOPAN,20.725278,-103.4175,JALZAP1057,Ericsson,last
UJALZAP1059,PACIFIC,JALISCO,ZAPOPAN,20.65112,-103.451867,JALZAP1059,Ericsson,last
UJALZAP2023,PACIFIC,JALISCO,ZAPOPAN,20.685602,-103.419814,JALZAP2023,Ericsson,last
UJALZAP2025,PACIFIC,JALISCO,ZAPOPAN,20.70244,-103.457643,JALZAP2025,Ericsson,last
UJALZAP2027,PACIFIC,JALISCO,ZAPOPAN,20.670492,-103.436467,JALZAP2027,Ericsson,last
UJALZAP2028,PACIFIC,JALISCO,ZAPOPAN,20.664422,-103.445515,JALZAP2028,Ericsson,last
UJALZAP2030,PACIFIC,JALISCO,ZAPOPAN,20.615442,-103.469807,JALZAP2030,Ericsson,last
UJALZAP2033,PACIFIC,JALISCO,ZAPOPAN,20.7199,-103.490501,JALZAP2033,Ericsson,last
UJALZAP2034,PACIFIC,JALISCO,ZAPOPAN,20.768278,-103.434389,JALZAP2034,Ericsson,last
UJALZAP2037,PACIFIC,JALISCO,ZAPOPAN,20.730424,-103.408481,JALZAP2037,Ericsson,last
UJALZAP2039,PACIFIC,JALISCO,ZAPOPAN,20.762942,-103.333391,JALZAP2039,Ericsson,last
UJALZAP2040,PACIFIC,JALISCO,ZAPOPAN,20.636411,-103.413153,JALZAP2040,Ericsson,last
UJALZAP2041,PACIFIC,JALISCO,ZAPOPAN,20.649339,-103.413897,JALZAP2041,Ericsson,last
UJALZAP2043,PACIFIC,JALISCO,ZAPOPAN,20.724386,-103.373797,JALZAP2043,Ericsson,last
UJALZAP2049,PACIFIC,JALISCO,ZAPOPAN,20.718708,-103.471359,JALZAP2049,Ericsson,last
UJALZAP2051,PACIFIC,JALISCO,ZAPOPAN,20.640023,-103.408001,JALZAP2051,Ericsson,last
UJALZAP2053,PACIFIC,JALISCO,ZAPOPAN,20.654775,-103.406853,JALZAP2053,Ericsson,last
UJALZAP2055,PACIFIC,JALISCO,ZAPOPAN,20.772806,-103.344971,JALZAP2055,Ericsson,last
UJALZAP2056,PACIFIC,JALISCO,ZAPOPAN,20.67041,-103.409528,JALZAP2056,Ericsson,last
UJALZAP2057,PACIFIC,JALISCO,ZAPOPAN,20.734056,-103.351556,JALZAP2057,Ericsson,last
UJALZAP2948,PACIFIC,JALISCO,ZAPOPAN,20.73014,-103.44209,JALZAP2948,Ericsson,last
UJALZAP2950,PACIFIC,JALISCO,ZAPOPAN,20.753851,-103.363083,JALZAP2950,Ericsson,last
UJALZAP2953,PACIFIC,JALISCO,ZAPOPAN,20.72766,-103.4307,JALZAP2953,Ericsson,last
UJALZAP3320,PACIFIC,JALISCO,ZAPOPAN,20.671896,-103.430534,JALZAP3320,Ericsson,last
UJALZAP3760,PACIFIC,JALISCO,ZAPOPAN,20.745736,-103.429255,JALZAP3760,Ericsson,last
UJALZAP3780,PACIFIC,JALISCO,ZAPOPAN,20.729908,-103.422528,JALZAP3780,Ericsson,last
UJALZAP3825,PACIFIC,JALISCO,ZAPOPAN,20.695021,-103.410623,JALZAP3825,Ericsson,last
ULEO0001,PACIFIC,GUANAJUATO,LEON,21.113501,-101.654999,GUALEO6008,Huawei,last
UMEX0004,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.394501,-99.173599,DIFBEJ6020,Huawei,last
UMEX0005,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.304199,-99.190399,DIFCYN6054,Huawei,initial
UMEX0008,CENTRO,MEXICO,HUIXQUILUCAN,19.4069,-99.2724,MEXHXC6100,Huawei,last
UMEX0009,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6189,Huawei,initial
UMEX0010,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.3615,-99.273201,DIFCUJ6048,Huawei,last
UMEX0011,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.441401,-99.223198,DIFMGH6062,Huawei,last
UMEX0013,CENTRO,MEXICO,HUIXQUILUCAN,19.3972,-99.282204,MEXHXC6102,Huawei,last
UMEX0015,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.4347,-99.083199,DIFVEN6086,Huawei,last
UMEX0016,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.420799,-99.079102,DIFVEN6090,Huawei,last
UMEX0017,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.4242,-99.175301,DIFCHT0244,Huawei,last
UMEX0018,CENTRO,MEXICO,CUAUTITLAN_IZCALLI,19.6021,-99.191597,MEXCTI6094,Huawei,last
UMEX0019,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.3934,-99.175301,DIFBEJ6022,Huawei,last
UMEX0021,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.428301,-99.178299,DIFMGH6064,Huawei,last
UMEX0022,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.3631,-99.263199,DIFALO6000,Huawei,last
UMEX0024,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.4035,-99.153801,DIFBEJ6032,Huawei,last
UMEX0026,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.4293,-99.205803,DIFMGH6066,Huawei,last
UMEX0027,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.429001,-99.205299,DIFMGH6068,Huawei,last
UMEX0033,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.394699,-99.221901,DIFALO6002,Huawei,last
UMEX0035,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.4259,-99.167603,DIFCHT6036,Huawei,last
UMEX0036,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.4289,-99.200104,DIFMGH6070,Huawei,last
UMEX0039,CENTRO,MEXICO,HUIXQUILUCAN,19.396099,-99.288597,MEXHXC6104,Huawei,last
UMEX0041,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.3708,-99.178398,DIFBEJ6024,Huawei,last
UMEX0045,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.3643,-99.260002,DIFALO6006,Huawei,last
UMEX0048,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.358801,-99.2733,DIFCUJ6050,Huawei,last
UMEX0049,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.4261,-99.191704,DIFMGH6072,Huawei,last
UMEX0050,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.4284,-99.204803,DIFMGH6074,Huawei,last
UMEX0051,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.422701,-99.174103,DIFCHT6038,Huawei,initial
UMEX0059,CENTRO,MEXICO,ECATEPEC_DE_MORELOS,19.619499,-98.9963,MEXECA6096,Huawei,last
UMEX0070,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.428301,-99.161102,DIFCHT6195,Huawei,last
UMEX0071,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.3895,-99.192101,DIFALO6010,Huawei,last
UMEX0078,CENTRO,MEXICO,VALLE_DE_CHALCO_SOLIDARIDAD,19.3002,-98.953796,MEXVCS6112,Huawei,last
UMEX0080,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.430359,-99.207161,DIFMGH6076,Huawei,last
UMEX0082,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.441401,-99.223198,DIFMGH6078,Huawei,last
UMEX0083,CENTRO,DISTRITO_FEDERAL,CUAJIMALPA_DE_MORELOS,19.3608,-99.275703,DIFCUJ6052,Huawei,last
UMEX0088,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.430201,-99.1175,DIFVEN6092,Huawei,last
UMEX0106,CENTRO,DISTRITO_FEDERAL,MIGUEL_HIDALGO,19.4408,-99.202301,DIFMGH6080,Huawei,last
UMEX0107,CENTRO,DISTRITO_FEDERAL,ALVARO_OBREGON-DF,19.3762,-99.257599,DIFALO6012,Huawei,last
UMEX0109,CENTRO,DISTRITO_FEDERAL,BENITO_JUAREZ-DF,19.362499,-99.182899,DIFBEJ6026,Huawei,last
UMEX0113,CENTRO,DISTRITO_FEDERAL,VENUSTIANO_CARRANZA-DF,19.4347,-99.083199,DIFVEN6088,Huawei,last
UMEX0114,CENTRO,DISTRITO_FEDERAL,CUAUHTEMOC-DF,19.448099,-99.151604,DIFCHT6044,Huawei,last
UMEX0115,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6203,Huawei,initial
UMEX0116,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6205,Huawei,initial
UMEX0117,CENTRO,DISTRITO_FEDERAL,COYOACAN,19.302799,-99.149597,DIFCYN6207,Huawei,initial
UMEX0128,CENTRO,MEXICO,NAUCALPAN_DE_JUAREZ,19.4543,-99.219101,MEXNPL6124,Huawei,last
